"ID_FlightType","Flight_Type","Flight_status"
"F1912","International","à l heure"
"F1913","International","à l heure"
"F1914","International","Annulé"
"F1915","International","Annulé"
"F1916","International","Annulé"
"F1917","International","Retardé"
"F1918","International","Retardé"
"F1919","International","Annulé"
"F1920","International","Retardé"
"F1921","International","Retardé"
"F1922","International","Retardé"
"F1923","International","Retardé"
"F1924","International","Retardé"
"F1925","International","Retardé"
"F1926","International","à l heure"
"F1927","International","à l heure"
"F1928","International","Annulé"
"F1929","International","Annulé"
"F1930","International","à l heure"
"F1931","International","Annulé"
"F1932","International","Retardé"
"F1933","International","Retardé"
"F1934","International","Annulé"
"F1935","International","Annulé"
"F1936","International","Retardé"
"F1937","International","Annulé"
"F1938","International","Annulé"
"F1939","International","Annulé"
"F1940","International","Annulé"
"F1941","International","Annulé"
"F1942","International","Retardé"
"F1943","International","Annulé"
"F1944","International","Retardé"
"F1945","International","Retardé"
"F1946","International","Retardé"
"F1947","International","Retardé"
"F1948","International","Annulé"
"F1949","International","Annulé"
"F1950","National","Annulé"
"F1951","International","Annulé"
"F1952","National","Retardé"
"F1953","International","Retardé"
"F1954","International","Annulé"
"F1955","International","Annulé"
"F1956","International","Retardé"
"F1957","International","Annulé"
"F1958","International","Annulé"
"F1959","International","Annulé"
"F1960","International","Annulé"
"F1961","International","Annulé"
"F1962","International","Retardé"
"F1963","International","à l heure"
"F1964","International","Annulé"
"F1965","International","Annulé"
"F1966","International","Annulé"
"F1967","International","à l heure"
"F1968","International","Annulé"
"F1969","International","Retardé"
"F1970","International","Annulé"
"F1971","International","Annulé"
"F1972","International","Annulé"
"F1973","International","Annulé"
"F1974","International","Annulé"
"F1975","International","Retardé"
"F1976","International","à l heure"
"F1977","International","Retardé"
"F1978","International","Annulé"
"F1979","International","Annulé"
"F1980","International","Annulé"
"F1981","International","Annulé"
"F1982","International","Annulé"
"F1983","International","Retardé"
"F1984","International","Retardé"
"F1985","International","Annulé"
"F1986","International","Retardé"
"F1987","International","Retardé"
"F1988","International","Annulé"
"F1989","International","Retardé"
"F1990","International","Retardé"
"F1991","International","Annulé"
"F1992","International","à l heure"
"F1993","International","Annulé"
"F1994","International","Annulé"
"F1995","International","Annulé"
"F1996","International","Annulé"
"F1997","International","Annulé"
"F1998","International","Annulé"
"F1999","International","Annulé"
"F2000","International","à l heure"
"F2001","International","Annulé"
"F2002","International","Retardé"
"F2003","International","Retardé"
"F2004","International","à l heure"
"F2005","International","Retardé"
"F2006","International","Annulé"
"F2007","International","Annulé"
"F2008","International","Retardé"
"F2009","International","Retardé"
"F2010","International","Annulé"
"F2011","International","Annulé"
"F2012","International","Annulé"
"F2013","International","Annulé"
"F2014","International","Retardé"
"F2015","International","Annulé"
"F2016","International","Annulé"
"F2017","International","Retardé"
"F2018","International","Annulé"
"F2019","International","Retardé"
"F2020","International","Annulé"
"F2021","International","Annulé"
"F2022","International","Retardé"
"F2023","International","Annulé"
"F2024","International","Annulé"
"F2025","International","Annulé"
"F2026","International","Annulé"
"F2027","International","Annulé"
"F2028","International","Retardé"
"F2029","International","Annulé"
"F2030","International","Annulé"
"F2031","International","Retardé"
"F2032","National","Retardé"
"F2033","National","à l heure"
"F2034","International","Annulé"
"F2035","International","Retardé"
"F2036","International","Annulé"
"F2037","International","Annulé"
"F2038","International","Retardé"
"F2039","International","Annulé"
"F2040","International","Annulé"
"F2041","International","Annulé"
"F2042","International","Retardé"
"F2043","International","Annulé"
"F2044","International","à l heure"
"F2045","International","Annulé"
"F2046","International","à l heure"
"F2047","International","Annulé"
"F2048","International","à l heure"
"F2049","International","Annulé"
"F2050","International","Annulé"
"F2051","International","Annulé"
"F2052","International","à l heure"
"F2053","International","Retardé"
"F2054","International","Annulé"
"F2055","International","Annulé"
"F2056","International","Annulé"
"F2057","International","à l heure"
"F2058","International","Annulé"
"F2059","National","Retardé"
"F2060","International","Annulé"
"F2061","International","Annulé"
"F2062","International","Retardé"
"F2063","International","Annulé"
"F2064","International","Annulé"
"F2065","International","Annulé"
"F2066","International","Retardé"
"F2067","International","Retardé"
"F2068","International","Retardé"
"F2069","International","Annulé"
"F2070","International","Retardé"
"F2071","International","Annulé"
"F2072","International","Annulé"
"F2073","International","Retardé"
"F2074","International","Annulé"
"F2075","International","Retardé"
"F2076","International","Annulé"
"F2077","International","Retardé"
"F2078","International","Retardé"
"F2079","International","Annulé"
"F2080","International","Annulé"
"F2081","International","Retardé"
"F2082","International","Annulé"
"F2083","International","à l heure"
"F2084","International","à l heure"
"F2085","International","Retardé"
"F2086","International","à l heure"
"F2087","International","Annulé"
"F2088","International","Retardé"
"F2089","International","Annulé"
"F2090","International","Annulé"
"F2091","International","Retardé"
"F2092","International","Annulé"
"F2093","International","Annulé"
"F2094","International","Annulé"
"F2095","International","Annulé"
"F2096","International","à l heure"
"F2097","International","Retardé"
"F2098","National","à l heure"
"F2099","International","Annulé"
"F2100","International","Retardé"
"F2101","International","à l heure"
"F2102","International","Retardé"
"F2103","International","Retardé"
"F2104","International","Annulé"
"F2105","International","Annulé"
"F2106","International","Annulé"
"F2107","International","Retardé"
"F2108","International","Retardé"
"F2109","International","Retardé"
"F2110","International","Annulé"
"F2111","International","Retardé"
"F2112","International","Annulé"
"F2113","International","Annulé"
"F2114","International","Annulé"
"F2115","International","Annulé"
"F2116","International","Retardé"
"F2117","International","Annulé"
"F2118","International","Annulé"
"F2119","International","Retardé"
"F2120","International","Annulé"
"F2121","International","à l heure"
"F2122","International","Annulé"
"F2123","International","Retardé"
"F2124","International","à l heure"
"F2125","International","à l heure"
"F2126","International","Retardé"
"F2127","International","Retardé"
"F2128","International","Annulé"
"F2129","National","Annulé"
"F2130","International","Retardé"
"F2131","International","Annulé"
"F2132","International","Annulé"
"F2133","International","Retardé"
"F2134","International","Annulé"
"F2135","International","Annulé"
"F2136","International","Annulé"
"F2137","International","Retardé"
"F2138","International","à l heure"
"F2139","International","Annulé"
"F2140","International","Retardé"
"F2141","International","Annulé"
"F2142","International","Annulé"
"F2143","International","Retardé"
"F2144","International","à l heure"
"F2145","International","Annulé"
"F2146","International","Annulé"
"F2147","International","Annulé"
"F2148","International","Annulé"
"F2149","International","Annulé"
"F2150","International","Annulé"
"F2151","International","à l heure"
"F2152","International","à l heure"
"F2153","International","Annulé"
"F2154","International","Annulé"
"F2155","International","à l heure"
"F2156","International","Retardé"
"F2157","International","Annulé"
"F2158","International","à l heure"
"F2159","International","Annulé"
"F2160","International","à l heure"
"F2161","International","Annulé"
"F2162","National","Annulé"
"F2163","International","Annulé"
"F2164","International","Annulé"
"F2165","International","Retardé"
"F2166","International","Annulé"
"F2167","International","Retardé"
"F2168","International","Annulé"
"F2169","International","à l heure"
"F2170","International","à l heure"
"F2171","National","à l heure"
"F2172","International","Retardé"
"F2173","International","Retardé"
"F2174","International","Annulé"
"F2175","International","Retardé"
"F2176","National","Retardé"
"F2177","International","Annulé"
"F2178","International","Annulé"
"F2179","International","Annulé"
"F2180","International","Retardé"
"F2181","International","Annulé"
"F2182","International","Retardé"
"F2183","International","Retardé"
"F2184","International","à l heure"
"F2185","International","Annulé"
"F2186","International","Retardé"
"F2187","International","Retardé"
"F2188","International","Annulé"
"F2189","International","Retardé"
"F2190","International","Retardé"
"F2191","National","Annulé"
"F2192","International","Annulé"
"F2193","International","Annulé"
"F2194","International","Annulé"
"F2195","International","Annulé"
"F2196","International","Annulé"
"F2197","International","Annulé"
"F2198","International","Annulé"
"F2199","International","Annulé"
"F2200","International","Annulé"
"F2201","International","Annulé"
"F2202","International","Retardé"
"F2203","International","Annulé"
"F2204","International","Retardé"
"F2205","International","Annulé"
"F2206","International","Retardé"
"F2207","International","Annulé"
"F2208","International","Retardé"
"F2209","International","Retardé"
"F2210","International","Retardé"
"F2211","International","Retardé"
"F2212","International","Annulé"
"F2213","International","Retardé"
"F2214","International","Annulé"
"F2215","International","Retardé"
"F2216","International","Retardé"
"F2217","International","Retardé"
"F2218","International","Retardé"
"F2219","International","Annulé"
"F2220","International","Annulé"
"F2221","International","Retardé"
"F2222","International","Annulé"
"F2223","International","à l heure"
"F2224","International","Retardé"
"F2225","International","Annulé"
"F2226","International","Annulé"
"F2227","International","Annulé"
"F2228","International","Retardé"
"F2229","International","Annulé"
"F2230","International","à l heure"
"F2231","International","Annulé"
"F2232","International","Retardé"
"F2233","International","Annulé"
"F2234","International","Annulé"
"F2235","National","Retardé"
"F2236","International","Annulé"
"F2237","National","Annulé"
"F2238","National","à l heure"
"F2239","International","à l heure"
"F2240","National","à l heure"
"F2241","International","Annulé"
"F2242","International","Retardé"
"F2243","International","Annulé"
"F2244","International","Annulé"
"F2245","International","Annulé"
"F2246","International","à l heure"
"F2247","International","Annulé"
"F2248","International","Retardé"
"F2249","International","Annulé"
"F2250","International","Retardé"
"F2251","International","Annulé"
"F2252","International","Retardé"
"F2253","International","Annulé"
"F2254","International","Annulé"
"F2255","International","Annulé"
"F2256","International","Annulé"
"F2257","International","Retardé"
"F2258","International","Retardé"
"F2259","International","à l heure"
"F2260","International","à l heure"
"F2261","International","Retardé"
"F2262","International","Retardé"
"F2263","International","Annulé"
"F2264","International","Retardé"
"F2265","International","Retardé"
"F2266","International","Annulé"
"F2267","International","Retardé"
"F2268","International","Retardé"
"F2269","International","Annulé"
"F2270","International","Annulé"
"F2271","International","Retardé"
"F2272","International","Annulé"
"F2273","International","à l heure"
"F2274","International","Retardé"
"F2275","International","à l heure"
"F2276","International","Annulé"
"F2277","International","Retardé"
"F2278","International","Annulé"
"F2279","International","Annulé"
"F2280","International","Annulé"
"F2281","International","Retardé"
"F2282","International","Retardé"
"F2283","National","Annulé"
"F2284","International","Retardé"
"F2285","International","Annulé"
"F2286","International","Retardé"
"F2287","International","Retardé"
"F2288","International","à l heure"
"F2289","International","Annulé"
"F2290","International","Annulé"
"F2291","International","Annulé"
"F2292","International","Retardé"
"F2293","International","Retardé"
"F2294","International","Annulé"
"F2295","International","Annulé"
"F2296","International","Annulé"
"F2297","International","Retardé"
"F2298","International","Annulé"
"F2299","International","Retardé"
"F2300","International","Annulé"
"F2301","International","Retardé"
"F2302","International","Annulé"
"F2303","International","Retardé"
"F2304","International","Retardé"
"F2305","International","Retardé"
"F2306","International","Retardé"
"F2307","International","Retardé"
"F2308","International","à l heure"
"F2309","National","Retardé"
"F2310","International","Annulé"
"F2311","International","à l heure"
"F2312","International","Annulé"
"F2313","International","Retardé"
"F2314","International","Annulé"
"F2315","International","Annulé"
"F2316","International","Annulé"
"F2317","International","Annulé"
"F2318","International","Retardé"
"F2319","International","Annulé"
"F2320","International","à l heure"
"F2321","International","Retardé"
"F2322","International","Annulé"
"F2323","International","Annulé"
"F2324","International","à l heure"
"F2325","International","Retardé"
"F2326","International","Retardé"
"F2327","International","Retardé"
"F2328","International","Retardé"
"F2329","International","Retardé"
"F2330","International","Annulé"
"F2331","International","Annulé"
"F2332","International","Annulé"
"F2333","National","Retardé"
"F2334","National","Annulé"
"F2335","International","Annulé"
"F2336","International","Annulé"
"F2337","International","Annulé"
"F2338","International","Annulé"
"F2339","International","Retardé"
"F2340","International","Retardé"
"F2341","International","Annulé"
"F2342","International","Annulé"
"F2343","International","Annulé"
"F2344","International","Annulé"
"F2345","International","Annulé"
"F2346","International","à l heure"
"F2347","International","Retardé"
"F2348","International","Retardé"
"F2349","International","Annulé"
"F2350","International","Annulé"
"F2351","International","Annulé"
"F2352","International","Annulé"
"F2353","International","Annulé"
"F2354","International","Annulé"
"F2355","International","Annulé"
"F2356","International","Retardé"
"F2357","International","Annulé"
"F2358","International","à l heure"
"F2359","International","Annulé"
"F2360","International","Retardé"
"F2361","International","Annulé"
"F2362","International","Annulé"
"F2363","International","Annulé"
"F2364","International","Annulé"
"F2365","International","Retardé"
"F2366","International","Annulé"
"F2367","International","Annulé"
"F2368","International","Annulé"
"F2369","International","Annulé"
"F2370","International","à l heure"
"F2371","International","à l heure"
"F2372","International","Annulé"
"F2373","International","Annulé"
"F2374","International","Annulé"
"F2375","International","Annulé"
"F2376","International","Annulé"
"F2377","International","Annulé"
"F2378","International","Retardé"
"F2379","International","Retardé"
"F2380","International","Annulé"
"F2381","International","Annulé"
"F2382","International","Retardé"
"F2383","International","à l heure"
"F2384","International","Annulé"
"F2385","International","Annulé"
"F2386","International","Annulé"
"F2387","International","Retardé"
"F2388","International","Annulé"
"F2389","International","à l heure"
"F2390","International","Annulé"
"F2391","International","Retardé"
"F2392","International","Annulé"
"F2393","International","Annulé"
"F2394","International","Annulé"
"F2395","International","Retardé"
"F2396","International","Annulé"
"F2397","International","Retardé"
"F2398","International","Retardé"
"F2399","International","Retardé"
"F2400","International","Retardé"
"F2401","International","Retardé"
"F2402","International","Annulé"
"F2403","International","Annulé"
"F2404","International","Annulé"
"F2405","International","Annulé"
"F2406","International","Retardé"
"F2407","International","Retardé"
"F2408","International","Annulé"
"F2409","International","Retardé"
"F2410","International","Retardé"
"F2411","International","Retardé"
"F2412","National","Retardé"
"F2413","International","Annulé"
"F2414","International","Annulé"
"F2415","International","Annulé"
"F2416","International","Retardé"
"F2417","International","Retardé"
"F2418","International","Retardé"
"F2419","International","Retardé"
"F2420","International","à l heure"
"F2421","National","Retardé"
"F2422","International","à l heure"
"F2423","International","Annulé"
"F2424","International","Retardé"
"F2425","International","Annulé"
"F2426","International","Annulé"
"F2427","International","Annulé"
"F2428","International","Retardé"
"F2429","International","Annulé"
"F2430","International","Annulé"
"F2431","International","Annulé"
"F2432","International","à l heure"
"F2433","International","Annulé"
"F2434","International","Annulé"
"F2435","International","Retardé"
"F2436","International","Retardé"
"F2437","International","Retardé"
"F2438","International","Annulé"
"F2439","International","Annulé"
"F2440","International","Retardé"
"F2441","International","Retardé"
"F2442","International","Annulé"
"F2443","International","Annulé"
"F2444","International","Annulé"
"F2445","International","Annulé"
"F2446","International","Annulé"
"F2447","International","Retardé"
"F2448","International","Retardé"
"F2449","International","Retardé"
"F2450","International","Retardé"
"F2451","National","Retardé"
"F2452","International","à l heure"
"F2453","International","Annulé"
"F2454","International","Annulé"
"F2455","International","Annulé"
"F2456","International","Annulé"
"F2457","International","Retardé"
"F2458","International","Annulé"
"F2459","International","Annulé"
"F2460","International","Annulé"
"F2461","International","à l heure"
"F2462","International","Retardé"
"F2463","International","Retardé"
"F2464","International","Annulé"
"F2465","International","Annulé"
"F2466","International","à l heure"
"F2467","International","Annulé"
"F2468","International","Annulé"
"F2469","International","Retardé"
"F2470","International","Annulé"
"F2471","International","Annulé"
"F2472","International","Annulé"
"F2473","International","à l heure"
"F2474","International","à l heure"
"F2475","International","à l heure"
"F2476","National","Annulé"
"F2477","International","Retardé"
"F2478","International","Retardé"
"F2479","International","Annulé"
"F2480","International","Annulé"
"F2481","International","Retardé"
"F2482","International","Annulé"
"F2483","International","Retardé"
"F2484","International","Annulé"
"F2485","International","à l heure"
"F2486","International","Retardé"
"F2487","National","Annulé"
"F2488","International","Annulé"
"F2489","International","Annulé"
"F2490","International","Retardé"
"F2491","International","à l heure"
"F2492","National","Retardé"
"F2493","International","à l heure"
"F2494","International","Annulé"
"F2495","National","Annulé"
"F2496","International","Retardé"
"F2497","International","Annulé"
"F2498","International","à l heure"
"F2499","National","Retardé"
"F2500","International","à l heure"
"F2501","International","Annulé"
"F2502","International","Retardé"
"F2503","International","Annulé"
"F2504","International","Retardé"
"F2505","International","Retardé"
"F2506","International","Retardé"
"F2507","International","Retardé"
"F2508","National","Annulé"
"F2509","National","Annulé"
"F2510","International","Retardé"
"F2511","International","Retardé"
"F2512","International","Retardé"
"F2513","International","Annulé"
"F2514","International","Retardé"
"F2515","International","Annulé"
"F2516","International","Annulé"
"F2517","International","Annulé"
"F2518","International","à l heure"
"F2519","International","Retardé"
"F2520","National","Annulé"
"F2521","International","Retardé"
"F2522","International","Retardé"
"F2523","National","Annulé"
"F2524","International","Annulé"
"F2525","National","Retardé"
"F2526","International","Retardé"
"F2527","International","à l heure"
"F2528","International","Annulé"
"F2529","International","Retardé"
"F2530","National","Annulé"
"F2531","International","à l heure"
"F2532","International","Annulé"
"F2533","National","Retardé"
"F2534","National","à l heure"
"F2535","International","Annulé"
"F2536","International","Annulé"
"F2537","International","Retardé"
"F2538","International","Retardé"
"F2539","International","Retardé"
"F2540","International","Annulé"
"F2541","International","Retardé"
"F2542","International","à l heure"
"F2543","International","Annulé"
"F2544","International","Annulé"
"F2545","International","Annulé"
"F2546","International","Annulé"
"F2547","National","à l heure"
"F2548","International","Annulé"
"F2549","International","Annulé"
"F2550","International","Retardé"
"F2551","International","Retardé"
"F2552","International","Retardé"
"F2553","International","Retardé"
"F2554","International","Retardé"
"F2555","International","Retardé"
"F2556","International","Retardé"
"F2557","International","Annulé"
"F2558","International","Annulé"
"F2559","International","Annulé"
"F2560","International","Annulé"
"F2561","International","Retardé"
"F2562","International","Annulé"
"F2563","International","Retardé"
"F2564","International","Retardé"
"F2565","International","Annulé"
"F2566","International","Retardé"
"F2567","International","Retardé"
"F2568","International","Retardé"
"F2569","International","Annulé"
"F2570","International","Annulé"
"F2571","International","Retardé"
"F2572","International","Annulé"
"F2573","National","Retardé"
"F2574","International","Annulé"
"F2575","International","Annulé"
"F2576","International","à l heure"
"F2577","International","Annulé"
"F2578","International","Retardé"
"F2579","International","Annulé"
"F2580","International","Retardé"
"F2581","International","Annulé"
"F2582","International","Annulé"
"F2583","International","Annulé"
"F2584","National","Retardé"
"F2585","International","Annulé"
"F2586","International","Annulé"
"F2587","International","Annulé"
"F2588","International","Retardé"
"F2589","International","Annulé"
"F2590","International","Annulé"
"F2591","International","Retardé"
"F2592","International","Retardé"
"F2593","International","Annulé"
"F2594","International","à l heure"
"F2595","International","Annulé"
"F2596","International","Annulé"
"F2597","International","Retardé"
"F2598","International","Annulé"
"F2599","International","Retardé"
"F2600","International","Annulé"
"F2601","International","Annulé"
"F2602","International","Annulé"
"F2603","National","Retardé"
"F2604","International","Annulé"
"F2605","International","Annulé"
"F2606","International","à l heure"
"F2607","International","à l heure"
"F2608","International","Annulé"
"F2609","International","Retardé"
"F2610","International","à l heure"
"F2611","International","Annulé"
"F2612","International","à l heure"
"F2613","International","Annulé"
"F2614","International","Retardé"
"F2615","International","Retardé"
"F2616","International","Retardé"
"F2617","International","à l heure"
"F2618","International","Annulé"
"F2619","International","Annulé"
"F2620","International","Annulé"
"F2621","International","Retardé"
"F2622","International","à l heure"
"F2623","International","Annulé"
"F2624","International","Retardé"
"F2625","International","Annulé"
"F2626","International","Annulé"
"F2627","International","Retardé"
"F2628","International","Annulé"
"F2629","International","Annulé"
"F2630","International","à l heure"
"F2631","International","Retardé"
"F2632","International","à l heure"
"F2633","International","Annulé"
"F2634","International","Retardé"
"F2635","International","Annulé"
"F2636","International","Annulé"
"F2637","International","à l heure"
"F2638","International","Annulé"
"F2639","National","Annulé"
"F2640","International","Retardé"
"F2641","International","à l heure"
"F2642","International","Annulé"
"F2643","International","Retardé"
"F2644","International","à l heure"
"F2645","International","Annulé"
"F2646","International","Annulé"
"F2647","International","Retardé"
"F2648","International","Retardé"
"F2649","International","Annulé"
"F2650","International","Retardé"
"F2651","International","Annulé"
"F2652","International","Annulé"
"F2653","International","Retardé"
"F2654","International","Annulé"
"F2655","International","Annulé"
"F2656","International","Annulé"
"F2657","International","Retardé"
"F2658","International","Annulé"
"F2659","International","Retardé"
"F2660","International","Retardé"
"F2661","International","Annulé"
"F2662","International","à l heure"
"F2663","International","Annulé"
"F2664","International","Annulé"
"F2665","International","Retardé"
"F2666","International","Annulé"
"F2667","International","Retardé"
"F2668","International","Annulé"
"F2669","International","Annulé"
"F2670","International","Annulé"
"F2671","International","Annulé"
"F2672","International","Retardé"
"F2673","International","à l heure"
"F2674","National","à l heure"
"F2675","International","Retardé"
"F2676","International","Retardé"
"F2677","International","Annulé"
"F2678","International","à l heure"
"F2679","International","Annulé"
"F2680","International","Annulé"
"F2681","International","Annulé"
"F2682","International","à l heure"
"F2683","International","à l heure"
"F2684","International","Retardé"
"F2685","International","Retardé"
"F2686","International","Retardé"
"F2687","International","Annulé"
"F2688","International","Annulé"
"F2689","International","Annulé"
"F2690","International","Annulé"
"F2691","International","Retardé"
"F2692","International","Retardé"
"F2693","International","Annulé"
"F2694","International","Annulé"
"F2695","International","Retardé"
"F2696","International","Retardé"
"F2697","International","Annulé"
"F2698","International","à l heure"
"F2699","International","Retardé"
"F2700","International","à l heure"
"F2701","International","Annulé"
"F2702","International","Retardé"
"F2703","International","Retardé"
"F2704","International","Retardé"
"F2705","International","à l heure"
"F2706","International","Annulé"
"F2707","International","à l heure"
"F2708","International","Annulé"
"F2709","International","Annulé"
"F2710","International","Annulé"
"F2711","International","Annulé"
"F2712","International","Retardé"
"F2713","International","Annulé"
"F2714","International","Annulé"
"F2715","International","Annulé"
"F2716","International","Retardé"
"F2717","International","Annulé"
"F2718","International","Annulé"
"F2719","International","à l heure"
"F2720","International","Retardé"
"F2721","International","Annulé"
"F2722","International","Annulé"
"F2723","International","Annulé"
"F2724","International","à l heure"
"F2725","International","à l heure"
"F2726","International","Annulé"
"F2727","International","Annulé"
"F2728","International","à l heure"
"F2729","International","Annulé"
"F2730","International","à l heure"
"F2731","International","Annulé"
"F2732","International","Retardé"
"F2733","International","Annulé"
"F2734","International","Annulé"
"F2735","International","Annulé"
"F2736","International","à l heure"
"F2737","International","Retardé"
"F2738","International","Retardé"
"F2739","International","Retardé"
"F2740","International","Annulé"
"F2741","International","Retardé"
"F2742","International","Annulé"
"F2743","International","à l heure"
"F2744","International","à l heure"
"F2745","International","Retardé"
"F2746","International","Annulé"
"F2747","International","Annulé"
"F2748","International","Retardé"
"F2749","International","Annulé"
"F2750","International","Annulé"
"F2751","International","à l heure"
"F2752","International","Retardé"
"F2753","International","Annulé"
"F2754","International","Annulé"
"F2755","International","Annulé"
"F2756","International","Annulé"
"F2757","International","à l heure"
"F2758","International","à l heure"
"F2759","International","à l heure"
"F2760","International","Retardé"
"F2761","International","Retardé"
"F2762","International","Retardé"
"F2763","International","Annulé"
"F2764","International","à l heure"
"F2765","International","Retardé"
"F2766","International","Annulé"
"F2767","International","à l heure"
"F2768","International","Annulé"
"F2769","International","Annulé"
"F2770","International","Retardé"
"F2771","International","Annulé"
"F2772","International","Annulé"
"F2773","International","à l heure"
"F2774","International","Annulé"
"F2775","International","Annulé"
"F2776","International","à l heure"
"F2777","International","Annulé"
"F2778","International","Retardé"
"F2779","International","Annulé"
"F2780","International","Annulé"
"F2781","International","à l heure"
"F2782","International","Annulé"
"F2783","International","Retardé"
"F2784","International","Retardé"
"F2785","International","Retardé"
"F2786","International","Retardé"
"F2787","International","Retardé"
"F2788","International","Annulé"
"F2789","National","Annulé"
"F2790","International","Retardé"
"F2791","International","Annulé"
"F2792","International","à l heure"
"F2793","International","Retardé"
"F2794","International","à l heure"
"F2795","International","Retardé"
"F2796","International","Annulé"
"F2797","International","Annulé"
"F2798","International","à l heure"
"F2799","International","Annulé"
"F2800","International","Retardé"
"F2801","International","Annulé"
"F2802","International","Retardé"
"F2803","International","à l heure"
"F2804","International","Annulé"
"F2805","International","à l heure"
"F2806","National","Annulé"
"F2807","International","Retardé"
"F2808","International","Annulé"
"F2809","International","Retardé"
"F2810","International","Annulé"
"F2811","International","Annulé"
"F2812","International","Retardé"
"F2813","International","Retardé"
"F2814","International","Retardé"
"F2815","International","Retardé"
"F2816","International","Retardé"
"F2817","International","Annulé"
"F2818","International","Retardé"
"F2819","International","à l heure"
"F2820","International","Retardé"
"F2821","International","Annulé"
"F2822","International","Retardé"
"F2823","International","Retardé"
"F2824","International","Retardé"
"F2825","International","Annulé"
"F2826","International","Annulé"
"F2827","International","Annulé"
"F2828","International","Annulé"
"F2829","International","à l heure"
"F2830","International","à l heure"
"F2831","National","Retardé"
"F2832","International","à l heure"
"F2833","International","Annulé"
"F2834","International","Retardé"
"F2835","International","Annulé"
"F2836","International","Retardé"
"F2837","International","Retardé"
"F2838","National","Annulé"
"F2839","International","Annulé"
"F2840","International","Retardé"
"F2841","International","Annulé"
"F2842","International","Retardé"
"F2843","International","Retardé"
"F2844","International","Retardé"
"F2845","International","Annulé"
"F2846","International","Retardé"
"F2847","International","Annulé"
"F2848","International","Annulé"
"F2849","International","Retardé"
"F2850","International","Retardé"
"F2851","International","Retardé"
"F2852","International","Annulé"
"F2853","International","Retardé"
"F2854","International","Annulé"
"F2855","International","Annulé"
"F2856","National","Annulé"
"F2857","International","Retardé"
"F2858","International","Retardé"
"F2859","International","Annulé"
"F2860","International","Annulé"
"F2861","International","Annulé"
"F2862","International","à l heure"
"F2863","International","Annulé"
"F2864","International","Retardé"
"F2865","International","Annulé"
"F2866","International","Annulé"
"F2867","International","Annulé"
"F2868","International","Retardé"
"F2869","International","Annulé"
"F2870","International","Annulé"
"F2871","International","Retardé"
"F2872","International","Retardé"
"F2873","International","Annulé"
"F2874","International","Annulé"
"F2875","International","Retardé"
"F2876","International","Retardé"
"F2877","International","à l heure"
"F2878","International","Annulé"
"F2879","International","Retardé"
"F2880","International","Retardé"
"F2881","International","Retardé"
"F2882","International","Annulé"
"F2883","International","Annulé"
"F2884","International","Retardé"
"F2885","International","Annulé"
"F2886","International","Annulé"
"F2887","International","Retardé"
"F2888","International","Retardé"
"F2889","International","Retardé"
"F2890","International","Retardé"
"F2891","International","Annulé"
"F2892","International","Retardé"
"F2893","International","Retardé"
"F2894","International","Retardé"
"F2895","International","Annulé"
"F2896","International","Annulé"
"F2897","International","Retardé"
"F2898","International","Retardé"
"F2899","International","Annulé"
"F2900","International","Retardé"
"F2901","International","Retardé"
"F2902","International","Annulé"
"F2903","International","Annulé"
"F2904","International","à l heure"
"F2905","International","à l heure"
"F2906","International","Annulé"
"F2907","International","Annulé"
"F2908","International","Retardé"
"F2909","International","Annulé"
"F2910","International","Annulé"
"F2911","International","Retardé"
"F2912","International","Annulé"
"F2913","International","Retardé"
"F2914","International","Annulé"
"F2915","International","Retardé"
"F2916","International","Annulé"
"F2917","International","à l heure"
"F2918","International","Retardé"
"F2919","International","Retardé"
"F2920","International","Retardé"
"F2921","International","à l heure"
"F2922","International","à l heure"
"F2923","International","Retardé"
"F2924","International","Annulé"
"F2925","International","Annulé"
"F2926","International","Retardé"
"F2927","International","Annulé"
"F2928","International","Annulé"
"F2929","International","Annulé"
"F2930","International","Annulé"
"F2931","International","à l heure"
"F2932","International","à l heure"
"F2933","International","Retardé"
"F2934","International","Annulé"
"F2935","International","Retardé"
"F2936","International","Annulé"
"F2937","International","Retardé"
"F2938","International","à l heure"
"F2939","International","Annulé"
"F2940","International","à l heure"
"F2941","International","Retardé"
"F2942","International","Retardé"
"F2943","International","Retardé"
"F2944","International","Retardé"
"F2945","International","Retardé"
"F2946","International","Annulé"
"F2947","International","Retardé"
"F2948","International","à l heure"
"F2949","International","Annulé"
"F2950","International","Retardé"
"F2951","International","Retardé"
"F2952","International","Annulé"
"F2953","International","Retardé"
"F2954","International","Annulé"
"F2955","International","à l heure"
"F2956","International","Annulé"
"F2957","International","Annulé"
"F2958","International","Retardé"
"F2959","International","Annulé"
"F2960","International","à l heure"
"F2961","International","à l heure"
"F2962","International","Retardé"
"F2963","International","Annulé"
"F2964","International","Retardé"
"F2965","International","Retardé"
"F2966","International","Annulé"
"F2967","International","Annulé"
"F2968","International","Annulé"
"F2969","International","Annulé"
"F2970","International","Annulé"
"F2971","International","Annulé"
"F2972","International","à l heure"
"F2973","International","Retardé"
"F2974","International","Annulé"
"F2975","International","Retardé"
"F2976","International","Retardé"
"F2977","International","Annulé"
"F2978","National","Retardé"
"F2979","International","Annulé"
"F2980","International","à l heure"
"F2981","International","Annulé"
"F2982","International","Retardé"
"F2983","International","Annulé"
"F2984","International","Retardé"
"F2985","National","à l heure"
"F2986","International","Retardé"
